municipality,oevk,no_votes18,opp_18,fidesz_18,jobbik18,m_type,no_votes22,fidesz22,opp_alliance22,mi_hazank22,opp_affiliation22,opp_won22,opp22is_jobbik18,mihazank22is_jobbik18,jobbik18on_mihazank22list,jobbik18on_opp22list,jobbik18on_preelection
Nagymaros,Pest megye 4. számú egyéni választókerület,2725,1036,1616,578,Kisváros,2938,1701,875,183,JOBBIK,0,0,0,0,0,0
Nagymizdó,Vas megye 3. számú egyéni választókerület,85,14,71,14,Falu,85,69,9,5,LMP,0,0,0,0,0,1
Nagynyárád,Baranya megye 3. számú egyéni választókerület,417,88,328,60,Falu,412,315,67,19,JOBBIK,0,0,0,0,0,0
Nagyoroszi,Nógrád megye 2. számú egyéni választókerület,992,471,491,346,Falu,890,501,223,126,MOMENTUM,0,0,0,0,0,0
Nagypáli,Zala megye 1. számú egyéni választókerület,274,114,150,77,Falu,314,171,92,19,DK,0,0,0,0,1,1
Nagypall,Baranya megye 3. számú egyéni választókerület,202,72,128,35,Falu,193,143,32,13,JOBBIK,0,0,0,0,0,0
Nagypeterd,Baranya megye 4. számú egyéni választókerület,357,238,119,76,Falu,345,166,138,21,DK,0,0,0,0,0,0
Nagypirit,Veszprém megye 4. számú egyéni választókerület,160,41,116,24,Falu,151,110,28,10,MSZP,0,0,0,0,0,0
Nagyrábé,Hajdú-Bihar megye 4. számú egyéni választókerület,1070,431,623,302,Falu,967,615,181,55,MOMENTUM,0,0,0,0,0,0
Nagyrada,Zala megye 2. számú egyéni választókerület,237,93,140,74,Falu,229,142,68,14,MOMENTUM,0,0,0,0,0,0
Nagyrákos,Vas megye 3. számú egyéni választókerület,163,57,105,47,Falu,160,98,48,13,LMP,0,0,0,0,0,1
Nagyrécse,Zala megye 3. számú egyéni választókerület,628,275,348,199,Falu,627,361,216,37,DK,0,0,0,0,0,0
Nagyréde,Heves megye 3. számú egyéni választókerület,1856,986,854,805,Falu,1879,1013,637,176,MSZP,0,0,0,0,0,0
Nagyrév,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,315,152,158,97,Falu,314,157,125,25,JOBBIK,0,1,0,0,1,1
Nagyrozvágy,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,269,93,168,74,Falu,261,184,55,20,JOBBIK,0,0,0,0,0,0
Nagysáp,Komárom-Esztergom megye 2. számú egyéni választókerület,670,244,410,168,Falu,670,441,180,31,JOBBIK,0,1,0,0,1,1
Nagysimonyi,Vas megye 2. számú egyéni választókerület,582,157,413,73,Falu,604,432,97,48,MSZP,0,0,0,0,0,0
Nagyszakácsi,Somogy megye 3. számú egyéni választókerület,179,79,100,69,Falu,162,81,70,10,JOBBIK,0,1,0,0,1,1
Nagyszékely,Tolna megye 3. számú egyéni választókerület,215,64,147,31,Falu,192,146,34,9,JOBBIK,0,1,0,0,1,1
Nagyszekeres,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,247,83,163,54,Falu,225,155,59,7,DK,0,0,0,0,0,0
Nagyszénás,Békés megye 4. számú egyéni választókerület,2805,1466,1232,968,Falu,2444,1230,890,210,JOBBIK,0,1,0,0,0,1
Nagyszentjános,Győr-Moson-Sopron megye 2. számú egyéni választókerület,951,356,587,224,Falu,1043,706,246,64,DK,0,0,0,0,0,0
Nagyszokoly,Tolna megye 3. számú egyéni választókerület,409,107,297,85,Falu,370,262,75,32,JOBBIK,0,1,0,0,1,1
Nagytálya,Heves megye 1. számú egyéni választókerület,511,249,246,220,Falu,533,271,187,44,DK,0,0,0,0,0,0
Nagytarcsa,Pest megye 6. számú egyéni választókerület,2517,1234,1181,482,Kisváros,3378,1566,1312,238,LMP,0,0,0,0,0,0
Nagytevel,Veszprém megye 4. számú egyéni választókerület,321,109,207,72,Falu,331,227,77,18,MSZP,0,0,0,0,0,0
Nagytilaj,Vas megye 3. számú egyéni választókerület,56,14,40,12,Falu,56,44,10,1,LMP,0,0,0,0,0,1
Nagytőke,Csongrád megye 3. számú egyéni választókerület,221,78,137,70,Falu,172,125,44,3,JOBBIK,0,0,0,0,0,0
Nagytótfalu,Baranya megye 3. számú egyéni választókerület,181,45,131,32,Falu,209,158,28,20,JOBBIK,0,0,0,0,0,0
Nagyút,Heves megye 3. számú egyéni választókerület,351,179,169,150,Falu,319,214,80,22,MSZP,0,0,0,0,0,0
Nagyvarsány,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,760,295,457,254,Falu,721,489,170,52,DK,0,0,0,0,0,0
Nagyváty,Baranya megye 4. számú egyéni választókerület,180,57,122,23,Falu,175,134,26,8,DK,0,0,0,0,0,0
Nagyvázsony,Veszprém megye 3. számú egyéni választókerület,980,427,533,320,Falu,972,568,344,0,JOBBIK,0,1,0,0,1,1
Nagyvejke,Tolna megye 2. számú egyéni választókerület,93,36,56,21,Falu,84,64,15,5,DK,0,0,0,0,0,0
Nagyveleg,Fejér megye 2. számú egyéni választókerület,380,133,240,103,Falu,386,285,52,32,JOBBIK,0,1,0,0,1,1
Nagyvenyim,Fejér megye 4. számú egyéni választókerület,2478,1430,997,1093,Falu,2449,1143,1042,125,JOBBIK,0,0,0,0,0,0
Nagyvisnyó,Heves megye 2. számú egyéni választókerület,507,226,274,181,Falu,480,313,121,39,JOBBIK,0,0,0,0,0,0
Nak,Tolna megye 2. számú egyéni választókerület,250,87,161,71,Falu,242,175,33,32,DK,0,0,0,0,0,0
Napkor,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,1799,767,1000,596,Falu,1905,1279,469,101,JOBBIK,0,0,0,0,1,1
Nárai,Vas megye 1. számú egyéni választókerület,818,308,491,115,Falu,876,519,261,46,DK,0,0,0,0,1,0
Narda,Vas megye 1. számú egyéni választókerület,316,64,252,26,Falu,309,235,56,13,DK,0,0,0,0,1,0
Naszály,Komárom-Esztergom megye 3. számú egyéni választókerület,1282,659,583,399,Falu,1331,678,452,124,MSZP,0,0,0,0,0,0
Négyes,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,166,65,95,39,Falu,153,96,40,8,MSZP,0,0,0,0,0,0
Nekézseny,Borsod-Abaúj-Zemplén megye 3. számú egyéni választókerület,356,161,180,128,Falu,287,198,70,10,MSZP,0,0,0,0,0,1
Nemesapáti,Zala megye 2. számú egyéni választókerület,256,100,148,62,Falu,273,181,61,20,MOMENTUM,0,0,0,0,0,0
Nemesbikk,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,433,175,243,121,Falu,433,288,106,32,MSZP,0,0,0,0,0,0
Nemesbőd,Vas megye 2. számú egyéni választókerület,376,120,252,56,Falu,53,30,15,8,MSZP,0,0,0,0,0,0
Nemesborzova,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,59,32,27,19,Falu,377,257,82,17,DK,0,0,0,0,0,0
Nemesbük,Zala megye 2. számú egyéni választókerület,356,135,214,78,Falu,364,217,100,32,MOMENTUM,0,0,0,0,0,0
Nemescsó,Vas megye 2. számú egyéni választókerület,190,46,141,23,Falu,204,150,35,10,MSZP,0,0,0,0,0,0
Nemesdéd,Somogy megye 3. számú egyéni választókerület,267,50,174,41,Falu,325,291,23,11,JOBBIK,0,1,0,0,1,1
Nemesgörzsöny,Veszprém megye 4. számú egyéni választókerület,380,150,227,88,Falu,376,268,83,19,MSZP,0,0,0,0,0,0
Nemesgulács,Veszprém megye 3. számú egyéni választókerület,569,287,271,256,Falu,593,325,251,0,JOBBIK,0,1,0,0,1,1
Nemeshany,Veszprém megye 3. számú egyéni választókerület,209,83,121,65,Falu,192,130,56,0,JOBBIK,0,1,0,0,1,1
Nemeshetés,Zala megye 2. számú egyéni választókerület,150,38,110,22,Falu,152,103,29,13,MOMENTUM,0,0,0,0,0,0
Nemeske,Baranya megye 4. számú egyéni választókerület,136,76,54,7,Falu,124,85,29,4,DK,0,0,0,0,0,0
Nemeskér,Győr-Moson-Sopron megye 4. számú egyéni választókerület,132,55,73,31,Falu,133,90,38,5,JOBBIK,0,1,0,0,1,1
Nemeskeresztúr,Vas megye 3. számú egyéni választókerület,168,42,126,34,Falu,167,134,31,2,LMP,0,0,0,0,0,1
Nemeskisfalud,Somogy megye 3. számú egyéni választókerület,39,14,23,14,Falu,35,29,6,0,JOBBIK,0,1,0,0,1,1
Nemeskocs,Vas megye 3. számú egyéni választókerület,200,62,136,46,Falu,210,127,61,14,LMP,0,0,0,0,0,1
Nemeskolta,Vas megye 3. számú egyéni választókerület,198,93,101,44,Falu,194,108,70,11,LMP,0,0,0,0,0,1
Nemesládony,Vas megye 2. számú egyéni választókerület,83,30,53,20,Falu,86,58,22,6,MSZP,0,0,0,0,0,0
Nemesmedves,Vas megye 3. számú egyéni választókerület,13,2,11,1,Falu,17,16,1,0,LMP,0,0,0,0,0,1
Nemesnádudvar,Bács-Kiskun megye 6. számú egyéni választókerület,900,318,570,198,Falu,852,565,204,59,MOMENTUM,0,0,0,0,0,0
Nemesnép,Zala megye 1. számú egyéni választókerület,76,22,50,14,Falu,77,56,14,1,DK,0,0,0,0,1,1
Nemespátró,Zala megye 3. számú egyéni választókerület,139,33,102,26,Falu,160,125,24,3,DK,0,0,0,0,0,0
Nemesrádó,Zala megye 2. számú egyéni választókerület,173,55,109,38,Falu,173,113,39,12,MOMENTUM,0,0,0,0,0,0
Nemesrempehollós,Vas megye 3. számú egyéni választókerület,146,45,100,32,Falu,154,114,37,2,LMP,0,0,0,0,0,1
Nemessándorháza,Zala megye 2. számú egyéni választókerület,175,46,121,28,Falu,160,115,34,9,MOMENTUM,0,0,0,0,0,0
Nemesszalók,Veszprém megye 4. számú egyéni választókerület,489,138,331,88,Falu,457,324,89,26,MSZP,0,0,0,0,0,0
Nemesszentandrás,Zala megye 2. számú egyéni választókerület,143,26,115,15,Falu,149,110,20,9,MOMENTUM,0,0,0,0,0,0
Nemesvámos,Veszprém megye 1. számú egyéni választókerület,1709,273,974,203,Falu,1763,955,595,125,DK,0,0,0,0,0,0
Nemesvid,Somogy megye 3. számú egyéni választókerület,296,86,198,71,Falu,295,215,65,13,JOBBIK,0,1,0,0,1,1
Nemesvita,Veszprém megye 3. számú egyéni választókerület,201,70,125,60,Falu,204,108,86,0,JOBBIK,0,1,0,0,1,1
Németbánya,Veszprém megye 4. számú egyéni választókerület,62,29,31,20,Falu,65,38,20,4,MSZP,0,0,0,0,0,0
Németfalu,Zala megye 1. számú egyéni választókerület,123,29,93,18,Falu,133,107,15,8,DK,0,0,0,0,1,1
Németkér,Tolna megye 3. számú egyéni választókerület,884,293,563,176,Falu,886,610,198,52,JOBBIK,0,1,0,0,1,1
Nemti,Nógrád megye 1. számú egyéni választókerület,372,172,187,104,Falu,387,201,139,18,DK,0,0,0,0,1,0
Neszmély,Komárom-Esztergom megye 3. számú egyéni választókerület,756,333,409,186,Falu,702,414,210,39,MSZP,0,0,0,0,0,0
Nézsa,Nógrád megye 2. számú egyéni választókerület,632,238,385,173,Falu,669,461,108,68,MOMENTUM,0,0,0,0,0,0
Nick,Vas megye 2. számú egyéni választókerület,326,76,247,43,Falu,340,273,46,14,MSZP,0,0,0,0,0,0
Nikla,Somogy megye 3. számú egyéni választókerület,327,102,218,94,Falu,313,233,69,10,JOBBIK,0,1,0,0,1,1
Nógrád,Nógrád megye 2. számú egyéni választókerület,920,417,486,320,Falu,914,508,237,114,MOMENTUM,0,0,0,0,0,0
Nógrádkövesd,Nógrád megye 2. számú egyéni választókerület,349,174,169,103,Falu,305,178,69,50,MOMENTUM,0,0,0,0,0,0
Nógrádmarcal,Nógrád megye 2. számú egyéni választókerület,262,90,167,67,Falu,259,161,43,48,MOMENTUM,0,0,0,0,0,0
Nógrádmegyer,Nógrád megye 2. számú egyéni választókerület,683,194,463,82,Falu,743,592,103,28,MOMENTUM,0,0,0,0,0,0
Nógrádsáp,Nógrád megye 2. számú egyéni választókerület,519,185,322,125,Falu,520,344,107,44,MOMENTUM,0,0,0,0,0,0
Nógrádsipek,Nógrád megye 2. számú egyéni választókerület,417,187,227,131,Falu,377,240,73,48,MOMENTUM,0,0,0,0,0,0
Nógrádszakál,Nógrád megye 2. számú egyéni választókerület,268,96,163,23,Falu,252,204,37,7,MOMENTUM,0,0,0,0,0,0
Nóráp,Veszprém megye 4. számú egyéni választókerület,154,35,118,19,Falu,139,110,22,7,MSZP,0,0,0,0,0,0
Noszlop,Veszprém megye 4. számú egyéni választókerület,505,233,261,163,Falu,467,269,134,38,MSZP,0,0,0,0,0,0
Noszvaj,Heves megye 1. számú egyéni választókerület,1078,414,621,323,Falu,1109,679,280,100,DK,0,0,0,0,0,0
Nőtincs,Nógrád megye 2. számú egyéni választókerület,698,336,349,237,Falu,534,401,97,22,MOMENTUM,0,0,0,0,0,0
Nova,Zala megye 1. számú egyéni választókerület,427,150,272,102,Falu,740,464,194,49,DK,0,0,0,0,1,1
Novaj,Heves megye 1. számú egyéni választókerület,763,314,411,236,Falu,441,290,118,19,DK,0,0,0,0,0,0
Novajidrány,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,547,210,318,165,Falu,831,502,233,71,JOBBIK,0,0,0,0,0,0
Nyalka,Győr-Moson-Sopron megye 2. számú egyéni választókerület,286,111,172,68,Falu,305,195,83,20,DK,0,0,0,0,0,0
Nyárád,Veszprém megye 4. számú egyéni választókerület,550,158,389,88,Falu,526,390,101,22,MSZP,0,0,0,0,0,0
Nyáregyháza,Pest megye 10. számú egyéni választókerület,1852,885,933,552,Falu,1877,1158,454,205,PÁRBESZÉD,0,0,0,0,0,0
Nyárlőrinc,Bács-Kiskun megye 4. számú egyéni választókerület,1245,417,795,274,Falu,1269,824,217,96,LMP,0,0,0,0,0,0
Nyársapát,Pest megye 12. számú egyéni választókerület,868,357,494,292,Falu,901,553,263,56,JOBBIK,0,0,0,0,0,0
Nyékládháza,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,2750,1453,1199,946,Kisváros,2736,1342,983,209,MSZP,0,0,0,0,0,0
Nyergesújfalu,Komárom-Esztergom megye 2. számú egyéni választókerület,4184,2123,1895,1443,Kisváros,3942,1780,1694,256,JOBBIK,0,1,0,0,1,1
Nyésta,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,16,4,11,2,Falu,23,20,1,0,JOBBIK,0,0,0,0,0,0
Nyim,Somogy megye 4. számú egyéni választókerület,168,70,91,37,Falu,163,98,58,0,JOBBIK,0,1,0,0,1,1
Nyírábrány,Hajdú-Bihar megye 3. számú egyéni választókerület,1753,543,1132,364,Falu,1685,1223,320,112,JOBBIK,0,0,0,0,0,0
Nyíracsád,Hajdú-Bihar megye 3. számú egyéni választókerület,1946,644,1212,484,Falu,1885,1368,420,60,JOBBIK,0,0,0,0,0,0
Nyirád,Veszprém megye 3. számú egyéni választókerület,967,481,472,421,Falu,938,467,413,0,JOBBIK,0,1,0,0,1,1
Nyíradony,Hajdú-Bihar megye 3. számú egyéni választókerület,3998,959,2965,707,Kisváros,3758,2799,706,168,JOBBIK,0,0,0,0,0,0
Nyírbátor,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,8175,4946,3144,1438,Kisváros,7194,3485,3127,320,JOBBIK,0,0,0,0,0,0
Nyírbéltek,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,1427,437,973,244,Falu,1449,1144,231,44,JOBBIK,0,0,0,0,0,0
Nyírbogát,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,2024,623,1383,290,Falu,1918,1406,385,91,JOBBIK,0,0,0,0,0,0
Nyírbogdány,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,1416,631,732,453,Falu,1350,846,396,78,JOBBIK,0,0,0,0,1,1
Nyírcsaholy,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,1139,340,781,306,Falu,1028,729,199,90,JOBBIK,0,0,1,1,0,0
Nyírcsászári,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,636,249,381,133,Falu,601,412,146,33,JOBBIK,0,0,0,0,0,0
Nyírderzs,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,321,91,229,57,Falu,331,272,39,15,JOBBIK,0,0,0,0,0,0
Nyírgelse,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,556,213,337,139,Falu,542,366,131,36,JOBBIK,0,0,0,0,0,0
Nyírgyulaj,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,932,404,516,187,Falu,875,546,207,93,JOBBIK,0,0,0,0,0,0
Nyíri,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,195,58,131,27,Falu,203,151,37,12,JOBBIK,0,0,0,0,0,0
Nyíribrony,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,546,188,345,106,Falu,566,415,112,26,JOBBIK,0,0,0,0,1,1
Nyírjákó,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,545,167,359,126,Falu,498,346,104,41,JOBBIK,0,0,1,1,0,0
Nyírkarász,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,1204,340,835,255,Falu,1081,711,256,88,JOBBIK,0,0,1,1,0,0
Nyírkáta,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,1003,237,759,126,Falu,941,790,112,33,JOBBIK,0,0,0,0,0,0
Nyírkércs,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,392,111,281,97,Falu,442,303,89,36,JOBBIK,0,0,1,1,0,0
Nyírlövő,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,396,108,281,97,Falu,364,261,65,31,JOBBIK,0,0,0,0,1,1
Nyírlugos,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,1437,567,852,309,Falu,1327,932,300,55,JOBBIK,0,0,0,0,0,0
Nyírmada,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,1901,759,1075,628,Kisváros,1831,1192,530,97,JOBBIK,0,0,1,1,0,0
Nyírmártonfalva,Hajdú-Bihar megye 3. számú egyéni választókerület,969,320,600,236,Falu,1034,740,236,40,JOBBIK,0,0,0,0,0,0
Nyírmeggyes,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,1383,696,673,613,Falu,1374,736,442,178,JOBBIK,0,0,1,1,0,0
Nyírmihálydi,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,887,225,654,133,Falu,831,681,109,25,JOBBIK,0,0,0,0,0,0
Nyírparasznya,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,455,109,340,94,Falu,440,362,58,17,JOBBIK,0,0,1,1,0,0
Nyírpazony,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,2021,940,1028,734,Falu,2067,1152,689,147,JOBBIK,0,0,0,0,1,1
Nyírpilis,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,383,62,319,22,Falu,398,354,35,4,JOBBIK,0,0,0,0,0,0
Nyírtass,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,946,288,645,236,Falu,882,655,185,29,JOBBIK,0,0,0,0,1,1
Nyírtelek,Szabolcs-Szatmár-Bereg megye 2. számú egyéni választókerület,3380,1665,1664,1184,Kisváros,3322,1886,1072,266,MSZP,0,0,0,0,0,0
Nyírtét,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,561,199,353,162,Falu,530,383,109,20,JOBBIK,0,0,0,0,1,1
Nyírtura,Szabolcs-Szatmár-Bereg megye 3. számú egyéni választókerület,1022,495,483,378,Falu,957,525,307,88,JOBBIK,0,0,0,0,1,1
Nyírvasvári,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,1000,382,595,89,Falu,931,697,191,32,JOBBIK,0,0,0,0,0,0
Nyőgér,Vas megye 3. számú egyéni választókerület,208,49,151,28,Falu,162,124,27,9,LMP,0,0,0,0,0,1
Nyomár,Borsod-Abaúj-Zemplén megye 4. számú egyéni választókerület,166,66,98,51,Falu,191,125,49,14,JOBBIK,0,0,0,0,0,0
Nyugotszenterzsébet,Baranya megye 4. számú egyéni választókerület,118,57,56,23,Falu,103,55,37,4,DK,0,0,0,0,0,0
Nyúl,Győr-Moson-Sopron megye 2. számú egyéni választókerület,2524,937,1567,514,Falu,2662,1662,784,172,DK,0,0,0,0,0,0
Óbánya,Baranya megye 3. számú egyéni választókerület,80,26,54,19,Falu,78,42,28,8,JOBBIK,0,0,0,0,0,0
Óbarok,Fejér megye 3. számú egyéni választókerület,439,198,236,110,Falu,468,276,142,32,DK,0,0,0,0,1,0
Óbudavár,Veszprém megye 2. számú egyéni választókerület,34,18,15,14,Falu,41,15,18,1,DK,0,0,0,0,0,0
Öcs,Veszprém megye 3. számú egyéni választókerület,99,39,60,29,Falu,445,276,112,44,JOBBIK,0,1,0,0,1,1
Ócsa,Pest megye 11. számú egyéni választókerület,4939,2307,2570,1558,Kisváros,5225,3142,1431,346,DK,0,0,0,0,0,0
Ócsárd,Baranya megye 4. számú egyéni választókerület,229,96,113,43,Falu,200,115,52,20,DK,0,0,0,0,0,0
Őcsény,Tolna megye 1. számú egyéni választókerület,1201,553,606,150,Falu,1665,778,688,115,MSZP,0,0,0,0,0,0
Öcsöd,Jász-Nagykun-Szolnok megye 4. számú egyéni választókerület,1445,629,778,472,Falu,363,257,93,12,JOBBIK,0,1,0,0,1,1
Ófalu,Baranya megye 3. számú egyéni választókerület,194,53,138,32,Falu,1206,702,402,53,JOBBIK,0,0,0,0,0,0
Ófehértó,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,1214,454,718,376,Falu,217,148,46,19,JOBBIK,0,0,1,1,0,0
Óföldeák,Csongrád megye 4. számú egyéni választókerület,270,78,183,51,Falu,1098,746,224,110,ÚVNP,0,0,0,0,0,0
Óhíd,Zala megye 2. számú egyéni választókerület,299,154,139,121,Falu,250,167,66,15,MOMENTUM,0,0,0,0,0,0
Okány,Békés megye 3. számú egyéni választókerület,1137,449,666,217,Falu,278,161,80,28,DK,0,0,0,0,0,0
Okorág,Baranya megye 4. számú egyéni választókerület,69,26,41,12,Falu,1029,633,301,68,DK,0,0,0,0,0,0
Ököritófülpös,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,769,251,503,216,Falu,203,118,73,0,JOBBIK,0,0,1,1,0,0
Okorvölgy,Baranya megye 4. számú egyéni választókerület,41,18,20,7,Falu,60,47,10,1,DK,0,0,0,0,0,0
Olasz,Baranya megye 3. számú egyéni választókerület,353,158,187,95,Falu,44,31,8,1,JOBBIK,0,0,0,0,0,0
Olaszfa,Vas megye 3. számú egyéni választókerület,204,34,168,26,Falu,336,191,111,27,LMP,0,0,0,0,0,1
Olaszfalu,Veszprém megye 1. számú egyéni választókerület,605,99,394,80,Falu,209,179,19,10,DK,0,0,0,0,0,0
Olaszliszka,Borsod-Abaúj-Zemplén megye 5. számú egyéni választókerület,731,318,392,154,Falu,599,424,128,34,JOBBIK,0,0,0,0,0,0
Ölbő,Vas megye 2. számú egyéni választókerület,407,163,240,96,Falu,329,217,79,29,MSZP,0,0,0,0,0,0
Olcsva,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,363,125,229,101,Falu,662,411,180,53,DK,0,0,0,0,0,0
Olcsvaapáti,Szabolcs-Szatmár-Bereg megye 4. számú egyéni választókerület,173,61,109,35,Falu,359,251,90,10,DK,0,0,0,0,0,0
Old,Baranya megye 3. számú egyéni választókerület,153,11,137,9,Falu,161,133,24,0,JOBBIK,0,0,0,0,0,0
Ólmod,Vas megye 2. számú egyéni választókerület,64,19,45,11,Falu,142,132,8,2,MSZP,0,0,0,0,0,0
Oltárc,Zala megye 3. számú egyéni választókerület,95,26,65,18,Falu,58,48,8,2,DK,0,0,0,0,0,0
Ömböly,Szabolcs-Szatmár-Bereg megye 6. számú egyéni választókerület,204,70,128,40,Középváros,14622,7687,5158,954,JOBBIK,0,0,0,0,0,0
Onga,Borsod-Abaúj-Zemplén megye 6. számú egyéni választókerület,2366,1238,1083,966,Falu,108,78,22,6,MSZP,0,0,0,0,0,0
Ónod,Borsod-Abaúj-Zemplén megye 7. számú egyéni választókerület,1034,404,607,326,Falu,2367,1350,895,0,MSZP,0,0,0,0,0,0
Ópályi,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,1184,462,694,412,Falu,963,621,215,82,JOBBIK,0,0,1,1,0,0
Ópusztaszer,Csongrád megye 3. számú egyéni választókerület,891,433,430,342,Falu,1221,859,264,87,JOBBIK,0,0,0,0,0,0
Őr,Szabolcs-Szatmár-Bereg megye 5. számú egyéni választókerület,724,279,423,221,Falu,75,44,20,6,JOBBIK,0,0,1,1,0,0
Orbányosfa,Zala megye 2. számú egyéni választókerület,65,14,50,12,Falu,920,505,277,98,MOMENTUM,0,0,0,0,0,0
